3	0.92	0.85	0.8544	1.3	10	0.96	4.72	0.012896317	0	2	29.075618
3	0.58	0.53	0.8663	2.63	1	0.96	4.88	0.001600425	0	1	29.275141
2	0.88	0.81	0.8361	2.75	3	0.96	4.82	0.013946725	0	1	29.650211
1	0.71	0.64	0.8889	1.5	2	1	4.72	0.023034305	0	1	29.769846
0	0.54	0.49	0.881	2.4	4	1	4.71	0.005605499	0	1	29.961812
3	0.88	0.83	0.7773	2.83	4	1	4.74	0.022838295	0	3	30.116039
2	0.57	0.53	0.8571	2.64	1	1	4.75	0.018828511	1	1	30.525329
1	0.42	0.36	0.8595	2	8	1	4.92	0.00856282	0	2	30.769609
0	0.67	0.63	0.8542	1.96	1	0.92	4.82	0.04209666	1	2	30.873982
2	0.60	0.58	0.8634	2.12	15	0.88	4.71	0.006275964	1	1	30.991446
2	0.92	0.87	0.8466	1.5	2	1	4.84	0.007865495	0	2	31.203992
4	0.79	0.76	0.878	1.54	3	1	4.84	0.006200145	1	2	31.245088
5	0.42	0.35	0.8516	1.14	14.1	1	4.76	0.022313304	0	2	31.343174
1	0.47	0.43	0.8889	1.99	15	1	4.6	0.009035533	1	2	31.391074
1	0.79	0.73	0.8289	1.5	9.6	0.96	4.68	0.016125315	0	2	31.438289
1	0.83	0.79	0.7975	2.43	1	1	4.92	0.016182922	0	1	31.451396
0	0.79	0.74	0.8966	1.67	4	0.88	4.92	0.011777035	0	2	31.490736
2	0.00	0.94	0.8321	1.51	5.3	1	4.68	0.004676552	0	2	31.913136
5	0.80	0.76	0.827	2.13	4	1	4.92	0.020227893	1	3	32.011328
2	0.70	0.68	0.9359	1.74	2	0.913	4.57	0.020207008	1	2	32.134351
2	0.46	0.40	0.854	1.76	6	1	4.76	0.010071329	0	1	32.527286
0	0.46	0.43	0.8706	1.58	8	1	4.76	0.007989561	1	2	32.637246
0	0.96	0.91	0.8427	1.44	13.024	1	4.88	0.004513338	0	2	32.738623
4	0.88	0.82	0.8028	1.87	3	0.96	4.84	0.010379946	0	2	32.797686
5	0.63	0.57	0.8136	3.56	2	0.92	4.78	0.008125041	0	1	33.030816
4	0.63	0.58	0.7984	2.06	1	0.96	4.96	0.038902057	0	1	33.181503
4	0.57	0.54	0.8498	1.5	9.7	0.96	4.96	0.043496042	1	1	33.245421
0	0.79	0.75	0.8352	3.44	3	0.8	4.72	0.010788604	0	3	33.479625
2	0.46	0.40	0.8528	2.33	1	0.96	4.64	0.019681502	0	1	33.494131
4	0.78	0.77	0.8108	2.71	2	0.96	4.82	0.012737889	1	1	33.505816
0	0.88	0.83	0.9082	1.78	1	0.92	4.2	0.007475647	0	2	33.568003
2	0.92	0.88	0.8255	1.76	7	0.96	4.67	0.022536295	1	1	33.729842
2	0.54	0.49	0.7773	2.83	3.4	1	4.74	0.017273321	0	3	33.737999
3	0.58	0.53	0.8233	1.98	1	0.96	4.65	0.045858664	0	2	33.780801
6	0.45	0.41	0.9048	2.76	2	1	4.81	0.011601982	1	1	33.920897
0	0.53	0.50	0.8894	1.38	3	0.92	4.76	0.008223287	1	2	33.939541
3	0.92	0.86	0.8814	0.95	3	0.64	4.52	0.012502812	0	3	34.063288
4	0.79	0.73	0.8638	1.88	17.5	1	4.52	0.014845077	0	2	34.097096
5	0.38	0.32		2.37	7	1	5	0.006617149	0	0	34.498399
5	0.63	0.58	0.8521	2.5	1.7	1	4.6	0.005541529	0	1	34.51489
3	0.87	0.83	0.827	2.13	4	1	4.92	0.030369105	1	3	34.548069
0	0.83	0.79	0.8814	0.95	2	0.64	4.52	0.009986694	0	3	34.575116
3	0.88	0.82	0.8316	2.13	3	1	4.72	0.013357548	0	1	34.634671
3	0.83	0.78	0.8887	1.55	25	0.96	4.72	0.004797192	0	2	34.67474
6	0.88	0.83	0.8383	1.91	1	0.96	4.96	0.036844272	0	2	34.721152
3	0.71	0.67	0.7982	2.59	6.5	0.96	4.79	0.007917424	1	1	34.766016
0	0.52	0.51	0.8103	3.21	1	0.92	4.62	0.020326218	1	3	34.787048
0	0.80	0.76	0.8513	1.44	23	1	4.48	0.008781467	1	2	34.804865
3	0.54	0.49	0.8857	2.31	2	1	4.8	0.015628921	0	1	34.895089
4	0.47	0.44	0.8031	2.39	4	1	5	0.017582426	1	1	34.903621
2	0.47	0.43	0.8446	1.38	17.737	0.96	4.96	0.003725858	1	2	34.927359
5	0.75	0.72	0.7806	2	8	1	4.88	0.007291344	0	2	34.953061
4	0.71	0.65	0.8531	1.52	2	1	4.68	0.025817878	0	2	34.966083
4	0.50	0.45	0.8645	1.18	3	0.96	4.6	0.013824491	0	2	35.028898
0	0.79	0.76	0.8815	2.33	1	0.92	4.71	0.004828351	1	1	35.100216
5	0.75	0.70	0.8289	1.5	1	0.96	4.68	0.019248709	0	2	35.103131
5	0.38	0.32	0.8692	3.04	6	0.9474	5	0.014808681	0	0	35.281356
1	0.51	0.47	0.8299	1.16	14.048	1	4.8	0.001163359	1	2	35.291221
5	0.44	0.40	0.8516	1.14	12	1	4.76	0.029437072	1	2	35.326566
6	0.96	0.91	0.8513	1.44	13	1	4.48	0.023227328	0	2	35.332753
4	0.46	0.40	0.8056	1.9	2	0.9231	5	0.017981503	0	0	35.478236
4	0.54	0.51	0.8368	1.72	26	1	4.88	0.003363911	1	2	35.64559
1	0.63	0.58	0.8687	1.42	2	0.96	4.8	0.042152685	0	2	35.645696
0	0.49	0.45	0.8966	1.67	3.668	0.88	4.92	0.008877398	1	2	35.681949
3	0.79	0.73	0.827	2.13	3.1	1	4.92	0.035696229	0	3	35.749696
3	0.50	0.44	0.8586	1.57	9	1	4.67	0.011572718	0	1	35.816154
2	0.63	0.57	0.8386	2.52	7	0.8	4.71	0.009850791	0	3	35.872307
4	0.92	0.88	0.8249	1.92	11.9	1	4.8	0.016738523	1	2	36.029863
5	0.75	0.69	0.7806	2	20	1	4.88	0.020798416	0	2	36.106718
3	0.50	0.44	0.8889	1.99	7.77	1	4.6	0.00756638	0	2	36.149662
3	0.96	0.93	0.8289	1.5	8.436	0.96	4.68	0.01304	1	2	36.174827
3	0.42	0.35	0.8636	0.84	15	1	4.84	0.028415016	0	2	36.202151
2	0.83	0.78	0.9048	1.63	20.1	1	4.96	0.00463858	0	2	36.262
4	0.84	0.80	0.8721	1.14	3	0.92	4.68	0.009480355	1	2	36.269722
3	0.49	0.45	0.8805	2.27	2	1	4.64	0.018188487	1	1	36.372222
4	0.73	0.70	0.8718	2.22	5	1	4.75	0.006779215	1	1	36.402525
4	0.88	0.85	0.8718	2.22	8	1	4.75	0.010125034	1	1	36.404957
3	0.85	0.82	0.8273	2	5	0.92	4.72	0.021750874	1	3	36.496538
2	0.46	0.43	0.8645	1.18	3	0.96	4.6	0.00635382	1	2	36.558454
2	0.67	0.61	0.8831	1.69	9.6	0.96	4.69	0.01507729	0	2	36.579166
3	0.43	0.39	0.8036	2.4	4	1	4.92	0.00858743	1	1	36.579465
5	0.53	0.51	0.8136	3.56	2	0.92	4.78	0.018938534	1	1	36.602969
5	0.89	0.86	0.827	2.13	9	1	4.92	0.011245449	1	3	36.732165
4	0.54	0.49	0.8728	1.89	1	1	4.92	0.006202853	0	2	36.83279
6	0.46	0.41	0.8429	2.52	2	1	4.92	0.003713988	0	1	36.895996
6	0.79	0.76	0.8273	2	5	0.92	4.72	0.025096313	1	3	36.989578
4	0.96	0.90	0.8589	1.29	5.1	1	4.64	0.01316455	0	2	37.030886
2	0.54	0.49	0.8505	1.97	7.102	0.96	4.35	0.00638468	0	1	37.048125
2	0.67	0.64	0.7925	2.88	2	0.92	4.96	0.013615241	1	3	37.203844
3	0.62	0.58	0.8256	2	8.1	0.88	4.83	0.015056747	1	2	37.250642
1	0.87	0.84	0.8851	1.58	15.5	1	5	0.02442366	1	2	37.297567
2	0.93	0.89	0.8589	1.29	6	1	4.64	0.010232065	1	2	37.345495
2	0.59	0.56	0.8634	2.12	2	0.88	4.71	0.011196205	1	1	37.501297
3	0.55	0.51	0.8452	2.71	1	0.96	5	0.01152358	1	1	37.559237
6	0.86	0.82	0.8117	2.2	2	1	4.92	0.037473273	1	1	37.666338
2	0.67	0.62	0.847	1.67	9	0.96	4.76	0.012567185	0	2	37.706538
3	0.58	0.53	0.8805	2.27	3	1	4.64	0.013628915	0	1	37.721655
6	0.42	0.36	0.8574	1.1	32.5	1	4.84	0.024997998	0	2	37.726782
3	0.79	0.74	0.9161	2.17	2	0.8	4.76	0.010841563	0	3	37.730839
4	0.79	0.74	0.8559	2	10	0.92	4.92	0.019124484	0	3	37.795242
4	0.47	0.43	0.8542	1.23	2.6	1	4.96	0.010649268	1	1	37.891995
2	0.77	0.74	0.9055	2.41	3	1	4.8	0.00765719	1	1	37.907224
1	0.94	0.91	0.8665	1.89	7	1	4.76	0.023728248	1	2	37.911906
3	0.72	0.66	0.9409	1.44	14.1	1	4.56	0.014400758	1	2	37.926837
5	0.68	0.64	0.8819	1.87	5	0.92	4.56	0.014604932	1	1	37.934371
5	0.42	0.38	0.8272	2.07	3	1	4.88	0.021403685	1	1	38.113315
6	0.89	0.85	0.8972	4	4	0.9167	4.9	0.018848933	1	1	38.116706
3	0.82	0.78	0.8261	2.05	4	1	4.92	0.026791628	1	3	38.129773
0	0.73	0.70	0.8577	1.26	10.8	1	4.88	0.013601082	1	2	38.187896
4	0.81	0.77	0.8065	3.05	9	1	4.9	0.029794297	1	3	38.208131
5	0.92	0.86	0.8606	1.57	1	1	4.64	0.047179182	0	2	38.219052
0	0.67	0.63	0.8367	2.09	1	1		0.026025331	1	1	38.338713
4	0.88	0.83	0.8589	1.29	2	1	4.64	0.009420966	0	2	38.355452
6	0.58	0.54	0.8713	2.72	1	1	4.82	0.009557065	0	1	38.36208
6	0.54	0.50	0.9053	1.48	2	0.96	4.68	0.028087827	0	2	38.409807
4	0.54	0.50	0.8573	1.3	12.2	1	5	0.021899499	1	2	38.436132
5	0.67	0.62	0.84	2.4	14	0.96	4.72	0.010959595	0	1	38.441244
2	0.50	0.45	0.8061	2.86	10.1	1	4.78	0.013938546	0	1	38.476391
2	0.86	0.85	0.8361	2.75	11	0.96	4.82	0.011275084	1	1	38.544945
5	0.74	0.71	0.839	1.8	1	0.96	4.68	0.026911907	1	1	38.589358
5	0.58	0.53	0.7672	2.03	12	0.88	4.83	0.041971459	0	1	38.621553
2	0.58	0.54	0.8577	1.26	11.3	1	4.88	0.007238105	0	2	38.662944
1	0.54	0.50	0.8061	2.86	10	1	4.78	0.009091518	0	1	38.751631
0	0.87	0.84	0.8801	1.85	8	0.96	4.8	0.01729566	1	2	38.761809
4	0.48	0.45	0.8477	4.42	3	0.96	4.88	0.010321998	1	3	38.835463
0	0.92	0.87	0.8981	1.67	12.51	0.88	4.96	0.005736064	0	2	38.901504
0	0.75	0.71	0.8455	2	7	1	4.88	0.031704927	1	1	38.927262
2	0.54	0.51	0.8673	1.45	3.475	1	4.76	0.015787001	0	2	38.932083
4	0.76	0.74	0.7925	2.88	12	0.92	4.96	0.044181631	1	3	38.94943
1	0.63	0.57	0.7821	2.2	6	0.96	4.79	0.012628424	0	3	38.959534
0	0.62	0.58	0.7685	2.69	6	1	4.72	0.005765881	1	1	39.036943
2	0.50	0.44	0.8521	0.8	20.401	1	4.88	0.014620653	0	2	39.056521
3	0.46	0.41	0.8117	2.2	1	1	4.92	0.006663613	0	1	39.067401
1	0.73	0.70	0.8289	1.5	1	0.96	4.68	0.017149726	1	2	39.184364
2	0.46	0.41		2.37	2	1	5	0.009795131	0	0	39.339197
2	0.79	0.74	0.8808	2.33	3	1	4.96	0.024944729	0	1	39.351727
0	0.71	0.66	0.8814	0.95	1	0.64	4.52	0.038322295	0	3	39.519114
5	0.43	0.40	0.8498	1.5	18	0.96	4.96	0.049591361	1	1	39.60299
5	0.86	0.83	0.8721	1.14	2	0.92	4.68	0.012261532	1	2	39.682611
2	0.79	0.73	0.8504	2	6	0.92	4.68	0.05279128	0	2	39.724199
2	0.50	0.44	0.9295	2.56	3	1	4.84	0.013062335	0	1	39.774944
0	0.42	0.41	0.8555	2.36	29	1	4.87	0.031355518	1	1	39.793698
2	0.83	0.80	0.8589	1.29	11	1	4.64	0.005225242	0	2	39.857494
3	0.50	0.45	0.8168	1.85	3.625	0.92	4.72	0.007268063	0	2	39.859088
5	0.79	0.76	0.7846	3.31	3	1	4.9	0.03479141	1	3	39.873245
2	0.95	0.91	0.8571	1.24	12	1	4.76	0.033603139	1	2	39.893512
5	0.46	0.40	0.9238	2.47	26.6	0.96	4.84	0.012324692	0	1	39.894198
6	0.82	0.81	0.8665	1.89	1	1	4.76	0.010153757	1	2	39.924231
1	0.66	0.63	0.8841	2.6	2	0.84	5	0.014299814	1	3	39.977064
4	0.46	0.41	0.8516	1.14	9.6	1	4.76	0.017738513	0	2	39.984816
5	0.66	0.63	0.8291	3.22	2	1	4.6	0.015528372	1	3	39.992618
5	0.68	0.65		2.37	13	0.8571		0.01880846	1	3	40.016135
0	0.46	0.40	0.8158	3.5	5	0.96	5	0.017256212	0	3	40.025401
2	0.71	0.69	0.8567	2.23	3	0.92	4.88	0.002252818	1	1	40.034335
4	0.00	0.94	0.9033	1.25	11	1	4.8	0.035252881	0	2	40.037865
4	0.88	0.82	0.7969	1.67	13.05	1	5	0.011447579	0	2	40.056959
1	0.97	0.94	0.7984	2.06	6	0.96	4.96	0.021884533	1	1	40.063758
6	0.88	0.86	0.8299	1.16	2	1	4.8	0.020592443	1	2	40.077717
2	0.98	0.95	0.8117	2.2	7	1	4.92	0.012497449	1	1	40.085829
2	0.67	0.62	0.8634	2.12	1	0.88	4.71	0.01885948	0	1	40.13295
2	0.89	0.86	0.8845	1.68	10	1	4.8	0.013959052	1	2	40.136615
6	0.39	0.35	0.8429	2.52	5	1	4.92	0.020571581	1	1	40.175261
6	0.38	0.34	0.8117	2.2	2	1	4.92	0.009668259	0	1	40.275921
1	0.57	0.54	0.8988	1.29	6	1	4.6	0.028725803	1	2	40.42653
0	0.96	0.93	0.8815	1.38	12.1	1	4.76	0.035356088	1	2	40.550347
2	0.76	0.73	0.8542	1.23	5	1	4.96	0.004302463	1	1	40.583449
2	0.75	0.72	0.7571	4.4	4	0.96	5	0.010346346	1	3	40.605001
2	0.92	0.85	0.8589	1.29	8	1	4.64	0.012871882	0	2	40.630124
2	0.79	0.75	0.9048	1.63	16.6	1	4.96	0.000796625	0	2	40.667948
6	0.74	0.71	0.828	1.79	13	1	4.88	0.006717138	1	1	40.698976
4	0.42	0.37	0.8516	1.14	6.4	1	4.76	0.030657693	0	2	40.755004
0	0.78	0.75	0.8815	1.38	11.3	1	4.76	0.009512573	1	2	40.77649
1	0.65	0.62	0.8808	2.33	4	1	4.96	0.010775614	1	1	40.903929
6	0.75	0.71	0.8993	1.19	3	1	4.6	0.017272828	0	2	40.939181
3	0.77	0.73	0.7773	2.83	4	1	4.74	0.015854516	1	3	40.950319
0	0.71	0.68	0.8118	2.37	9	0.96	4.96	0.044877072	1	1	40.951173
3	0.92	0.85	0.8721	1.14	7	0.92	4.68	0.036398009	0	2	40.976881
3	0.75	0.68	0.8289	1.5	9	0.96	4.68	0.037180355	0	2	41.022775
2	0.88	0.82	0.8255	1.76	6.5	0.96	4.67	0.0352588	0	1	41.057876
0	0.70	0.67	0.8573	1.3	30	1	5	0.001830401	1	2	41.074985
1	0.51	0.48	0.948	1.67	2	1	4.84	0.009635949	1	2	41.081869
0	0.95	0.92	0.8652	2.43	2	1	5	0.008486067	1	1	41.086162
3	0.78	0.75	0.8621	1.44	9.13	1	4.8	0.003893198	1	2	41.155162
3	0.54	0.48	0.7984	2.06	1	0.96	4.96	0.029653311	0	1	41.191588
0	0.47	0.43	0.8318	2.38	11.4	0.96	4.84	0.024979178	1	1	41.227294
4	0.71	0.68	0.8486	1.5	4	0.96	4.96	0.007540165	1	2	41.244862
1	0.96	0.94	0.7969	1.67	7.584	1	5	0.011807557	0	2	41.258006
1	0.79	0.76	0.8805	2.27	3.4	1	4.64	0.049880996	1	1	41.263017
2	0.46	0.40	0.8805	2.27	3	1	4.64	0.010787147	0	1	41.339811
0	0.48	0.45	0.8037	4.11	2	0.9565	4.88	0.024873652	1	1	41.395803
1	0.65	0.62	0.9225	2.32	1	0.96	4.88	0.00964691	1	1	41.435184
4	0.92	0.88	0.8678	1.67	10	1	4.6	0.02666125	0	2	41.552763
0	0.46	0.43	0.8322	1.75	8.5	1	4.72	0.006612071	0	2	41.565092
5	0.93	0.90	0.8646	2.4	12.5	1	4.56	0.029815302	1	1	41.582213
3	0.81	0.78	0.8722	2.82	2	1	4.88	0.007669166	1	1	41.662862
0	0.57	0.54	0.859	1.44	10	1	4.82	0.017967373	1	2	41.6649
1	0.58	0.53	0.8759	2.12	4	1	4.72	0.021124315	0	1	41.667242
4	0.42	0.39	0.8428	1.43	6	0.88	4.84	0.02199763	1	2	41.690887
4	0.71	0.67	0.8526	2.4	4	0.8	4.44	0.008454587	1	3	41.697087
3	0.42	0.38	0.9055	2.41	1	1	4.8	0.016248257	0	1	41.748322
1	0.83	0.77	0.8028	1.87	4	0.96	4.84	0.043327616	0	2	41.760584
4	0.90	0.87	0.8721	1.14	13.75	0.92	4.68	0.023207167	1	2	41.815709
5	0.63	0.57	0.8289	1.5	7	0.96	4.68	0.011097194	0	2	41.823951
2	0.49	0.46	0.8031	2.39	1	1	5	0.021349951	1	1	41.83078
4	0.64	0.61	0.8333	2	9	1	4.84	0.018604806	1	1	41.879431
1	0.50	0.44	0.8402	2.12	1	1	4.8	0.017449235	0	1	41.879981
4	0.42	0.36	0.8759	2.12	16.25	1	4.72	0.018442858	0	1	41.973377
0	0.89	0.86	0.8638	1.88	3	1	4.52	0.058423124	1	2	41.986694
5	0.50	0.45	0.8692	3.04	2.41	0.9474	5	0.007178539	0	0	41.988016
3	0.38	0.33	0.8056	1.9	17	0.9231	5	0.005158793	0	0	41.990978
6	0.71	0.68	0.8966	1.67	1	0.88	4.92	0.032746647	1	2	42.001084
0	0.83	0.80	0.8801	1.85	2	0.96	4.8	0.037240747	1	2	42.039827
6	0.86	0.85	0.8473	1.81	1	1	4.76	0.069790099	1	2	42.071513
5	0.61	0.58	0.7806	2	12	1	4.88	0.023048918	1	2	42.081993
1	0.45	0.42	0.9033	1.25	6	1	4.8	0.027580595	1	2	42.090291
3	0.55	0.52	0.7984	2.06	5	0.96	4.96	0.026670419	1	1	42.095413
2	0.63	0.60	0.7469	2	3	1	4.72	0.013949233	1	3	42.150527
2	0.92	0.88	0.8521	2.5	2	1	4.6	0.006387582	0	1	42.154867
3	0.46	0.41	0.8571	1.9	1	0.96	4.8	0.017061547	0	2	42.175835
4	0.43	0.40	0.8472	1.93	3	1	4.76	0.01680452	1	1	42.286536
2	0.65	0.62	0.8808	2.33	9.332	1	4.96	0.002664952	1	1	42.36772
4	0.59	0.56	0.8255	1.76	11	0.96	4.67	0.016060433	1	1	42.37156
0	0.50	0.45	0.8199	1.96	5	0.96	4.92	0.060110131	0	2	42.393284
4	0.54	0.49	0.827	2.13	7	1	4.92	0.047699293	0	3	42.423914
4	0.46	0.41	0.9028	1.63	3	1	4.8	0.027295231	0	2	42.43785
0	0.42	0.36	0.8538	2.3	6	0.96	5	0.03089805	0	1	42.490724
1	0.46	0.41	0.8217	1.7	5	1	4.76	0.049431992	0	2	42.511867
0	0.82	0.79	0.8337	1.89	10	0.88	4.92	0.033692267	1	2	42.530252
4	0.83	0.77	0.8573	1.3	9.5	1	5	0.015619011	0	2	42.537857
0	0.59	0.56	0.8377	2.11	7.7	0.96	4.52	0.015242663	1	1	42.618408
3	0.42	0.35	0.8762	1.61	13	0.96	4.76	0.012639407	0	2	42.65568
4	0.76	0.74	0.8984	1.57	3	1	5	0.034286066	1	2	42.672014
0	0.46	0.43	0.8211	3	1	0.96	4.83	0.015132205	0	1	42.71258
2	0.67	0.61	0.9164	2.27	2	1	4.92	0.03666925	0	1	42.714568
2	0.50	0.45	0.8571	2.64	9.39	1	4.75	0.015392931	0	1	42.733049
4	0.58	0.54	0.8571	1.9	1	0.96	4.8	0.00889841	0	2	42.778912
2	0.42	0.36	0.8272	2.07	1	1	4.88	0.027748422	0	1	42.81824
3	0.92	0.87	0.8117	2.2	14	1	4.92	0.013595362	0	1	42.868505
4	0.50	0.47	0.8356	2.33	2.3	0.92	4.88	0.015336177	1	3	42.922124
6	0.42	0.37	0.8538	2.3	3	0.96	5	0.00852888	0	1	42.946049
5	0.70	0.66	0.8316	2.13	5	1	4.72	0.017850719	1	1	42.954533
0	0.88	0.84	0.8	2.94	1	0.96	4.6	0.006758995	0	1	42.958091
3	0.88	0.85	0.9161	2.17	7.2	0.8	4.76	0.024009204	1	3	42.967459
1	0.44	0.41	0.8775	2.11	2.2	0.96	4.79	0.021638238	1	1	42.974734
5	0.41	0.38		2.37	2	1	5	0.010287565	1	0	43.01073
0	0.79	0.74	0.8746	1.5	11.523	1	4.8	0.026754029	0	2	43.028268
6	0.54	0.49	0.8302	2.5	18.2	1	5	0.016371032	0	1	43.107382
4	0.38	0.32	0.8894	1.57	11.2	1	4.6	0.030340263	0	2	43.127313
6	0.94	0.92	0.8885	1.83	3	0.92	4.92	0.031405295	1	2	43.164505
5	0.94	0.91	0.8831	1.79	7	1	4.92	0.037301492	1	2	43.180335
4	0.69	0.66	0.9033	1.25	20.5	1	4.8	0.015373073	1	2	43.188216
6	0.59	0.56	0.8429	2.52	3	1	4.92	0.024882848	1	1	43.216965
5	0.52	0.49		2.37	3	0.7368	5	0.004667869	1	3	43.283903
5	0.95	0.92	0.8316	2.13	10.15	1	4.72	0.023683819	1	1	43.31468
1	0.81	0.78	0.8337	1.89	18.235	0.88	4.92	0.003540743	1	2	43.373531
6	0.75	0.71	0.881	2.4	2	1	4.71	0.058738759	0	1	43.391626
4	0.50	0.47	0.8031	2.39	4.5	1	5	0.008053695	1	1	43.427177
3	0.92	0.85	0.8571	1.48	12	0.92	4.68	0.029739575	0	2	43.444314
3	0.58	0.53	0.7714	3.14	7	0.88	4.89	0.014691677	0	1	43.460635
6	0.69	0.66	0.8538	2.3	5	0.96	5	0.012833935	1	1	43.466697
2	0.46	0.41	0.8505	1.97	4	0.96	4.35	0.013941928	0	1	43.469222
2	0.00	0.94	0.8814	0.95	56	0.64	4.52	0.01069056	0	3	43.476958
3	0.50	0.46	0.8313	2.2	16.401	0.96	4.88	0.043061775	0	1	43.484534
2	0.88	0.85	0.7925	2.88	3	0.92	4.96	0.012672065	1	3	43.489211
1	0.58	0.52	0.8447	1.1	10	1	4.76	0.025461054	0	2	43.499928
4	0.50	0.45	0.8316	2.13	8	1	4.72	0.028751443	0	1	43.595573
3	0.41	0.38	0.8601	2.57	5	0.72	4.68	0.019381466	1	3	43.602738
4	0.75	0.72	0.8238	3	9	0.96	4.88	0.017033162	1	3	43.632666
3	0.50	0.44	0.8261	2.05	3	1	4.92	0.040736025	0	3	43.646424
0	0.67	0.63	0.8726	1.55	5.2	0.96	4.84	0.014907692	0	2	43.648983
2	0.46	0.45	0.827	2.13	2	1	4.92	0.006872775	1	3	43.658509
5	0.99	0.96	0.8893	1.37		0.96	4.72	0.025603096	1	2	43.687076
2	0.49	0.47	0.8984	1.57	6	1	5	0.025271326	1	2	43.74253
3	0.63	0.58	0.8402	2.12	1	1	4.8	0.013902468	0	1	43.77146
4	0.76	0.72	0.7773	2.83	3	1	4.74	0.014903005	1	3	43.790424
1	0.96	0.91	0.9106	1.33	20.7	0.92	4.96	0.009049365	0	2	43.8646
2	0.84	0.81	0.7535	2.09	1	1	5	0.032354234	1	1	43.903314
4	0.88	0.82	0.7773	2.83	1	1	4.74	0.03518806	0	3	43.916732
2	0.75	0.71	0.901	1.19	11.21	1	4.72	0.02180432	1	2	43.944518
6	0.86	0.83	0.8589	1.29	4	1	4.64	0.015832304	1	2	43.944896
0	0.96	0.93	0.8452	2.71	8.952	0.96	5	0.03832969	1	1	43.947376
4	0.92	0.87	0.9062	1.89	9.4	0.96	4.68	0.002543951	0	2	44.040685
0	0.41	0.38	0.8249	1.96	8.5	1	4.72	0.018869309	1	2	44.076876
3	0.84	0.80	0.827	2.13	5	1	4.92	0.024270281	1	3	44.081441
0	0.75	0.74	0.8272	2.07	7	1	4.88	0.032298734	1	1	44.11565
3	0.69	0.66	0.8486	1.83	19.9	0.9583	5	0.009307279	1	2	44.189559
1	0.94	0.91	0.8735	2.4	3	1	5	0.00953592	1	1	44.19112
5	0.75	0.70	0.8302	2.5	2	1	5	0.033990611	0	1	44.195816
1	0.54	0.50	0.8544	1.33	4	1	4.96	0.014545159	0	2	44.203667
2	0.50	0.45	0.8496	2.41	10	0.88	4.76	0.00371055	0	1	44.239193
5	0.71	0.66	0.7806	2	10.3	1	4.88	0.007928247	0	2	44.283982
0	0.71	0.68	0.8217	2.2	7	1	4.6	0.01504418	1	1	44.28925
4	0.75	0.71	0.8222	2.2	6.6	0.2	4.78	0.011017076	0	3	44.299484
1	0.68	0.65	0.9225	2.32	5.201	0.96	4.88	0.006749825	1	1	44.307103
3	0.56	0.53	0.8601	2.57	3	0.72	4.68	0.006556692	1	3	44.345576
6	0.70	0.70	0.8652	2.43	10	1	5	0.006868448	1	1	44.35474
2	0.49	0.46	0.8255	1.89	11.8	1	4.84	0.029517759	1	2	44.36275
3	0.63	0.57	0.9013	1.43	13	1	4.88	0.006192297	0	2	44.46221
5	0.79	0.74	0.8091	1.86	14	1	4.8	0.014092459	0	2	44.484372
